itemName,itemKind,category,equipLevel,craftType,detailUrl,baseValueRows,baseValueFlat,baseValueRawLines
"聖騎士のやり","武器","ヤリ","60","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seikishinoyari.html","[[""220-230""],[""160-166""],[""144-156""],[""180-190""]]","[""220-230"",""160-166"",""144-156"",""180-190""]","[""220-230"",""160-166"",""144-156"",""180-190"",""聖騎士のやりの特性"",""たたき変化（倍半）""]"
"オセアノススピア","武器","ヤリ","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_oseanosusupia.html","[[""160-170""],[""140-150""],[""100-108""],[""70-82""]]","[""160-170"",""140-150"",""100-108"",""70-82""]","[""160-170"",""140-150"",""100-108"",""70-82"",""オセアノススピアの特性"",""メーター減少（戻り）""]"
"えいゆうのやり","武器","ヤリ","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_eiyuunoyari.html","[[""120-126""],[""160-170""],[""180-194""],[""100-108""]]","[""120-126"",""160-170"",""180-194"",""100-108""]","[""120-126"",""160-170"",""180-194"",""100-108"",""えいゆうのやりの特性"",""集中力変化（虹）""]"
"プラチナのやり","武器","ヤリ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_purachinanoyari.html","[[""130-136""],[""110-120""],[""60-74""],[""90-98""]]","[""130-136"",""110-120"",""60-74"",""90-98""]","[""130-136"",""110-120"",""60-74"",""90-98"",""プラチナのやりの特性"",""たたき変化（倍半）""]"
"らいじんのやり","武器","ヤリ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_raijinnoyari.html","[[""110-118""],[""170-180""],[""50-58""],[""80-94""]]","[""110-118"",""170-180"",""50-58"",""80-94""]","[""110-118"",""170-180"",""50-58"",""80-94"",""らいじんのやりの特性"",""メーター減少（戻り）""]"
"デーモンスピア","武器","ヤリ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_de-monsupia.html","[[""100-108""],[""140-148""],[""75-92""],[""125-132""]]","[""100-108"",""140-148"",""75-92"",""125-132""]","[""100-108"",""140-148"",""75-92"",""125-132"",""デーモンスピアの特性"",""メーター減少（戻り）""]"
"パルチザン","武器","ヤリ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_paruchizan.html","[[""70-78""],[""80-92""],[""100-106""],[""50-64""]]","[""70-78"",""80-92"",""100-106"",""50-64""]","[""70-78"",""80-92"",""100-106"",""50-64"",""パルチザンの特性"",""たたき変化（倍半）""]"
"さじんのやり","武器","ヤリ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sajinnoyari.html","[[""60-66""],[""100-108""],[""100-114""],[""70-78""]]","[""60-66"",""100-108"",""100-114"",""70-78""]","[""60-66"",""100-108"",""100-114"",""70-78"",""さじんのやりの特性"",""たたき変化（倍半）""]"
"グラコスのやり","武器","ヤリ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gurakosunoyari.html","[[""130-136""],[""70-85""],[""100-108""],[""60-70""]]","[""130-136"",""70-85"",""100-108"",""60-70""]","[""130-136"",""70-85"",""100-108"",""60-70"",""グラコスのやりの特性"",""たたき変化（倍半）""]"
"はがねのやり","武器","ヤリ","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_haganenoyari.html","[[""40-48""],[""80-90""],[""70-86""],[""50-55""]]","[""40-48"",""80-90"",""70-86"",""50-55""]","[""40-48"",""80-90"",""70-86"",""50-55"",""はがねのやりの特性""]"
"いなずまのやり","武器","ヤリ","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_inazumanoyari.html","[[""100-108""],[""40-50""],[""50-64""],[""80-88""]]","[""100-108"",""40-50"",""50-64"",""80-88""]","[""100-108"",""40-50"",""50-64"",""80-88"",""いなずまのやりの特性"",""たたき変化（倍半）""]"
"ホーリーランス","武器","ヤリ","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ho-ri-ransu.html","[[""60-70""],[""40-48""],[""30-40""],[""50-68""]]","[""60-70"",""40-48"",""30-40"",""50-68""]","[""60-70"",""40-48"",""30-40"",""50-68"",""ホーリーランスの特性""]"
"バトルフォーク","武器","ヤリ","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_batorufo-ku.html","[[""70-75""],[""60-68""],[""50-56""],[""30-40""]]","[""70-75"",""60-68"",""50-56"",""30-40""]","[""70-75"",""60-68"",""50-56"",""30-40"",""バトルフォークの特性""]"
"てつのやり","武器","ヤリ","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tetsunoyari.html","[[""50-64""],[""40-54""],[""30-40""],[""20-32""]]","[""50-64"",""40-54"",""30-40"",""20-32""]","[""50-64"",""40-54"",""30-40"",""20-32"",""てつのやりの特性""]"
"近衛兵のやり","武器","ヤリ","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_konoeheinoyari.html","[[""50-58""],[""60-72""],[""25-35""],[""25-35""]]","[""50-58"",""60-72"",""25-35"",""25-35""]","[""50-58"",""60-72"",""25-35"",""25-35"",""近衛兵のやりの特性""]"
"せいどうのやり","武器","ヤリ","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seidonoyari.html","[[""28-44""],[""24-44""],[""30-44""],[""30-46""]]","[""28-44"",""24-44"",""30-44"",""30-46""]","[""28-44"",""24-44"",""30-44"",""30-46"",""せいどうのやりの特性""]"
"ロングスピア","武器","ヤリ","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_rongusupia.html","[[""40-52""],[""30-40""],[""30-40""],[""20-36""]]","[""40-52"",""30-40"",""30-40"",""20-36""]","[""40-52"",""30-40"",""30-40"",""20-36"",""ロングスピアの特性""]"
"初心者用のやり","武器","ヤリ","1","","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shoshinshayonoyari.html","[]","[]","[""初心者用のやりの特性""]"
"たけやり","武器","ヤリ","1","","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_takeyari.html","[]","[]","[""たけやりの特性""]"
"セレーネアックス","武器","オノ","132","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sere-neakkusu.html","[]","[]","[""セレーネアックスの特性""]"
"一刀星断","武器","オノ","130","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ittoseidan.html","[]","[]","[""一刀星断の特性""]"
"レラージェアックス","武器","オノ","128","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_rera-akkusu.html","[]","[]","[""レラージェアックスの特性""]"
"残月の玉斧","武器","オノ","125","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_zangetsunogyokufu.html","[]","[]","[""残月の玉斧の特性""]"
"セーラスアックス","武器","オノ","120","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_se-rasuakkusu.html","[]","[]","[""セーラスアックスの特性""]"
"翼神のオノ","武器","オノ","118","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_yokushinnono.html","[[""250-258"",""170-179""],[""170-179"",""250-258""],[""80-88""],[""80-88""]]","[""250-258"",""170-179"",""170-179"",""250-258"",""80-88"",""80-88""]","[""250-258 170-179"",""170-179 250-258"",""80-88"",""80-88"",""翼神のオノの特性""]"
"輝天のオノ","武器","オノ","115","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kitennono.html","[[""235-243"",""130-140""],[""130-140"",""235-243""],[""80-87""],[""80-87""]]","[""235-243"",""130-140"",""130-140"",""235-243"",""80-87"",""80-87""]","[""235-243 130-140"",""130-140 235-243"",""80-87"",""80-87"",""輝天のオノの特性"",""メーター減少（戻り）""]"
"エキサイトアクス","武器","オノ","110","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ekisaitoakusu.html","[[""180-188"",""250-260""],[""180-188"",""250-260""],[""100-108""],[""100-108""]]","[""180-188"",""250-260"",""180-188"",""250-260"",""100-108"",""100-108""]","[""180-188 250-260"",""180-188 250-260"",""100-108"",""100-108"",""エキサイトアクスの特性"",""威力会心率上昇（光地金）""]"
"破天の麗斧","武器","オノ","108","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hatennoreifu.html","[]","[]","[""破天の麗斧の特性""]"
"戦乱のオノ","武器","オノ","105","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_senrannono.html","[]","[]","[""戦乱のオノの特性""]"
"ボルテージアックス","武器","オノ","100","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_borute-jiakkusu.html","[[""150-160"",""200-208""],[""190-198"",""170-178""],[""152-160""],[""125-136""]]","[""150-160"",""200-208"",""190-198"",""170-178"",""152-160"",""125-136""]","[""150-160 200-208"",""190-198 170-178"",""152-160"",""125-136"",""ボルテージアックスの特性"",""集中力変化（虹）""]"
"神域のオノ","武器","オノ","99","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shinikinono.html","[[""190-201"",""182-192""],[""150-160"",""212-218""],[""158-164""],[""120-130""]]","[""190-201"",""182-192"",""150-160"",""212-218"",""158-164"",""120-130""]","[""190-201 182-192"",""150-160 212-218"",""158-164"",""120-130"",""神域のオノの特性"",""威力会心率上昇（光地金）""]"
"ガイアのオノ","武器","オノ","96","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gaianono.html","[[""140-146"",""170-181""],[""140-146"",""214-224""],[""108-118""],[""108-118""]]","[""140-146"",""170-181"",""140-146"",""214-224"",""108-118"",""108-118""]","[""140-146 170-181"",""140-146 214-224"",""108-118"",""108-118"",""ガイアのオノの特性"",""メーター減少（戻り）""]"
"ヘカトンケイル","武器","オノ","93","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hekatonkeiru.html","[[""105-115"",""135-141""],[""135-141"",""222-232""],[""180-191""],[""105-115""]]","[""105-115"",""135-141"",""135-141"",""222-232"",""180-191"",""105-115""]","[""105-115 135-141"",""135-141 222-232"",""180-191"",""105-115"",""ヘカトンケイルの特性"",""集中力変化（虹）""]"
"イビルアックス","武器","オノ","90","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ibiruakkusu.html","[[""125-131"",""188-198""],[""125-131"",""188-198""],[""155-165""],[""99-110""]]","[""125-131"",""188-198"",""125-131"",""188-198"",""155-165"",""99-110""]","[""125-131 188-198"",""125-131 188-198"",""155-165"",""99-110"",""イビルアックスの特性"",""威力会心率上昇（光地金）""]"
"グローリーアックス","武器","オノ","85","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_guro-ri-akkusu.html","[[""130-136"",""160-171""],[""130-136"",""200-210""],[""108-118""],[""108-118""]]","[""130-136"",""160-171"",""130-136"",""200-210"",""108-118"",""108-118""]","[""130-136 160-171"",""130-136 200-210"",""108-118"",""108-118"",""グローリーアックスの特性"",""威力会心率上昇（光地金）""]"
"デュークアックス","武器","オノ","80","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_dyu-kuakkusu.html","[[""120-130"",""120-130""],[""120-130"",""120-130""],[""90-96""],[""150-156""]]","[""120-130"",""120-130"",""120-130"",""120-130"",""90-96"",""150-156""]","[""120-130 120-130"",""120-130 120-130"",""90-96"",""150-156"",""デュークアックスの特性"",""メーター減少（戻り）""]"
"ヴァランガアックス","武器","オノ","80","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_varangaakkusu.html","[[""100-110"",""120-126""],[""120-126"",""177-187""],[""160-171""],[""100-110""]]","[""100-110"",""120-126"",""120-126"",""177-187"",""160-171"",""100-110""]","[""100-110 120-126"",""120-126 177-187"",""160-171"",""100-110"",""ヴァランガアックスの特性"",""集中力変化（虹）""]"
"アポロンのオノ","武器","オノ","75","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_aporonnono.html","[[""130-142"",""130-142""],[""110-116"",""110-116""],[""105-114""],[""150-158""]]","[""130-142"",""130-142"",""110-116"",""110-116"",""105-114"",""150-158""]","[""130-142 130-142"",""110-116 110-116"",""105-114"",""150-158"",""アポロンのオノの特性"",""集中力変化（虹）""]"
"聖王のオノ","武器","オノ","70","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seionono.html","[[""100-110"",""120-126""],[""120-126"",""100-110""],[""100-110""],[""160-171""]]","[""100-110"",""120-126"",""120-126"",""100-110"",""100-110"",""160-171""]","[""100-110 120-126"",""120-126 100-110"",""100-110"",""160-171"",""聖王のオノの特性"",""メーター減少（戻り）""]"
"ふんさいのおおなた","武器","オノ","65","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_funsainonata.html","[[""90-96"",""90-100""],[""150-156"",""120-128""],[""218-232""],[""80-89""]]","[""90-96"",""90-100"",""150-156"",""120-128"",""218-232"",""80-89""]","[""90-96 90-100"",""150-156 120-128"",""218-232"",""80-89"",""ふんさいのおおなたの特性"",""たたき変化（倍半）""]"
"はしゃのオノ","武器","オノ","60","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hashanono.html","[[""88-100"",""88-100""],[""100-105"",""130-136""],[""150-160""],[""74-87""]]","[""88-100"",""88-100"",""100-105"",""130-136"",""150-160"",""74-87""]","[""88-100 88-100"",""100-105 130-136"",""150-160"",""74-87"",""はしゃのオノの特性"",""集中力変化（虹）""]"
"グレートアックス","武器","オノ","60","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gure-toakkusu.html","[[""80-89"",""170-180""],[""130-138"",""102-112""],[""100-106""],[""90-100""]]","[""80-89"",""170-180"",""130-138"",""102-112"",""100-106"",""90-100""]","[""80-89 170-180"",""130-138 102-112"",""100-106"",""90-100"",""グレートアックスの特性"",""集中力変化（虹）""]"
"カイザーアックス","武器","オノ","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kaiza-akkusu.html","[[""65-75"",""84-93""],[""97-110"",""63-70""],[""80-85""],[""67-77""]]","[""65-75"",""84-93"",""97-110"",""63-70"",""80-85"",""67-77""]","[""65-75 84-93"",""97-110 63-70"",""80-85"",""67-77"",""カイザーアックスの特性"",""メーター減少（戻り）""]"
"デストロイヤー","武器","オノ","50","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_desutoroiya-.html","[[""130-135"",""80-90""],[""110-120"",""90-96""],[""80-88""],[""70-84""]]","[""130-135"",""80-90"",""110-120"",""90-96"",""80-88"",""70-84""]","[""130-135 80-90"",""110-120 90-96"",""80-88"",""70-84"",""デストロイヤーの特性"",""たたき変化（倍半）""]"
"エクリプスアックス","武器","オノ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ekuripusuakkusu.html","[[""90-98"",""90-98""],[""52-64"",""32-45""],[""40-48""],[""80-88""]]","[""90-98"",""90-98"",""52-64"",""32-45"",""40-48"",""80-88""]","[""90-98 90-98"",""52-64 32-45"",""40-48"",""80-88"",""エクリプスアックスの特性"",""メーター減少（戻り）""]"
"シャーマンアックス","武器","オノ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sha-manakkusu.html","[[""57-67"",""57-67""],[""97-110"",""77-86""],[""47-60""],[""80-85""]]","[""57-67"",""57-67"",""97-110"",""77-86"",""47-60"",""80-85""]","[""57-67 57-67"",""97-110 77-86"",""47-60"",""80-85"",""シャーマンアックスの特性"",""メーター減少（戻り）""]"
"ふぶきのオノ","武器","オノ","42","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_fubukinono.html","[[""60-68"",""92-102""],[""92-102"",""60-68""],[""60-68""],[""92-102""]]","[""60-68"",""92-102"",""92-102"",""60-68"",""60-68"",""92-102""]","[""60-68 92-102"",""92-102 60-68"",""60-68"",""92-102"",""ふぶきのオノの特性"",""たたき変化（倍半）""]"
"ムーンアックス","武器","オノ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_mu-nakkusu.html","[[""52-60"",""50-60""],[""36-48"",""58-70""],[""36-48""],[""70-75""]]","[""52-60"",""50-60"",""36-48"",""58-70"",""36-48"",""70-75""]","[""52-60 50-60"",""36-48 58-70"",""36-48"",""70-75"",""ムーンアックスの特性"",""たたき変化（倍半）""]"
"たつじんのオノ","武器","オノ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tatsujinnono.html","[[""76-82"",""76-82""],[""50-58"",""40-52""],[""40-54""],[""50-62""]]","[""76-82"",""76-82"",""50-58"",""40-52"",""40-54"",""50-62""]","[""76-82 76-82"",""50-58 40-52"",""40-54"",""50-62"",""たつじんのオノの特性"",""たたき変化（倍半）""]"
"キングアックス","武器","オノ","35","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kinguakkusu.html","[[""50-58"",""50-58""],[""80-90"",""80-90""],[""60-70""],[""40-52""]]","[""50-58"",""50-58"",""80-90"",""80-90"",""60-70"",""40-52""]","[""50-58 50-58"",""80-90 80-90"",""60-70"",""40-52"",""キングアックスの特性"",""たたき変化（倍半）""]"
"はがねのオノ","武器","オノ","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_haganenono.html","[[""30-40"",""66-70""],[""40-48"",""40-48""],[""26-36""],[""38-48""]]","[""30-40"",""66-70"",""40-48"",""40-48"",""26-36"",""38-48""]","[""30-40 66-70"",""40-48 40-48"",""26-36"",""38-48"",""はがねのオノの特性""]"
"カルサドラアックス","武器","オノ","28","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_karusadoraakkusu.html","[[""50-60"",""32-40""],[""70-76"",""40-52""],[""32-46""],[""48-60""]]","[""50-60"",""32-40"",""70-76"",""40-52"",""32-46"",""48-60""]","[""50-60 32-40"",""70-76 40-52"",""32-46"",""48-60"",""カルサドラアックスの特性"",""たたき変化（倍半）""]"
"シルバーアックス","武器","オノ","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shiruba-akkusu.html","[[""30-40"",""30-38""],[""50-56"",""25-35""],[""30-40""],[""20-35""]]","[""30-40"",""30-38"",""50-56"",""25-35"",""30-40"",""20-35""]","[""30-40 30-38"",""50-56 25-35"",""30-40"",""20-35"",""シルバーアックスの特性""]"
"バトルアックス","武器","オノ","21","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_batoruakkusu.html","[[""30-40"",""50-55""],[""26-40"",""30-40""],[""50-55""],[""26-40""]]","[""30-40"",""50-55"",""26-40"",""30-40"",""50-55"",""26-40""]","[""30-40 50-55"",""26-40 30-40"",""50-55"",""26-40"",""バトルアックスの特性""]"
"てつのオノ","武器","オノ","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_tetsunono.html","[[""20-32"",""20-32""],[""32-36"",""32-36""],[""18-32""],[""18-32""]]","[""20-32"",""20-32"",""32-36"",""32-36"",""18-32"",""18-32""]","[""20-32 20-32"",""32-36 32-36"",""18-32"",""18-32"",""てつのオノの特性""]"
"ライトアックス","武器","オノ","14","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_raitoakkusu.html","[[""40-45"",""30-43""],[""26-36"",""26-36""],[""18-24""],[""38-36""]]","[""40-45"",""30-43"",""26-36"",""26-36"",""18-24"",""38-36""]","[""40-45 30-43"",""26-36 26-36"",""18-24"",""38-36"",""ライトアックスの特性""]"
"せいどうのオノ","武器","オノ","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seidonono.html","[[""16-35"",""24-40""],[""16-35"",""24-40""],[""10-24""],[""10-24""]]","[""16-35"",""24-40"",""16-35"",""24-40"",""10-24"",""10-24""]","[""16-35 24-40"",""16-35 24-40"",""10-24"",""10-24"",""せいどうのオノの特性""]"
"さんぞくのオノ","武器","オノ","7","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sanzokunono.html","[[""24-35"",""12-26""],[""40-48"",""12-26""],[""16-32""],[""16-32""]]","[""24-35"",""12-26"",""40-48"",""12-26"",""16-32"",""16-32""]","[""24-35 12-26"",""40-48 12-26"",""16-32"",""16-32"",""さんぞくのオノの特性""]"
"初心者用のオノ","武器","オノ","1","","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shoshinshayonono.html","[]","[]","[""初心者用のオノの特性""]"
"どうのオノ","武器","オノ","1","武器鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_donono.html","[[""16-28"",""12-24""],[""16-28"",""12-24""],[""10-24""],[""10-24""]]","[""16-28"",""12-24"",""16-28"",""12-24"",""10-24"",""10-24""]","[""16-28 12-24"",""16-28 12-24"",""10-24"",""10-24"",""どうのオノの特性""]"
"セイントロッド","武器","棍","132","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seintoroddo.html","[]","[]","[""セイントロッドの特性""]"
"ライブラロッド","武器","棍","130","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_raiburaroddo.html","[]","[]","[""ライブラロッドの特性""]"
"クリナップロッド","武器","棍","128","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kurinappuroddo.html","[]","[]","[""クリナップロッドの特性""]"
"ヘナトライロッド","武器","棍","125","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_henatorairoddo.html","[]","[]","[""ヘナトライロッドの特性""]"
"セーラスロッド","武器","棍","120","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_se-rasuroddo.html","[]","[]","[""セーラスロッドの特性""]"
"サターンロッド","武器","棍","118","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_sata-nroddo.html","[]","[]","[""180 180"",""80 80"",""180 180"",""サターンロッドの特性""]"
"輝天のこん","武器","棍","115","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kitennokon.html","[]","[]","[""輝天のこんの特性""]"
"ローズロッド","武器","棍","110","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ro-zuroddo.html","[]","[]","[""200 200"",""80 80"",""140 140"",""ローズロッドの特性"",""木目変化""]"
"氷獄鬼のこん","武器","棍","108","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hyogokukinokon.html","[]","[]","[""140 170"",""100 100"",""170 140"",""氷獄鬼のこんの特性"",""木材復活（戻り）""]"
"雷光のこん","武器","棍","105","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_raikonokon.html","[]","[]","[""116 160"",""160 121"",""116 160"",""雷光のこんの特性"",""木目変化""]"
"クリティカルロッド","武器","棍","100","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kuritikaruroddo.html","[]","[]","[""136 136"",""152 152"",""120 127"",""クリティカルロッドの特性"",""木目変化""]"
"金剛のこん","武器","棍","99","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_kongonokon.html","[]","[]","[""145 107"",""190 145"",""120 175"",""金剛のこんの特性"",""集中力変化（虹）""]"
"氷河のこん","武器","棍","96","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hyoganokon.html","[]","[]","[""100 100"",""180 180"",""130 130"",""氷河のこんの特性"",""木材復活（戻り）""]"
"ヘリオスロッド","武器","棍","93","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_heriosuroddo.html","[]","[]","[""120 120"",""160 160"",""160 160"",""ヘリオスロッドの特性"",""たたき変化（燃え木）""]"
"極楽のこん","武器","棍","90","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_gokurakunokon.html","[]","[]","[""114 114"",""152 152"",""114 114"",""極楽のこんの特性"",""木材復活（戻り）""]"
"ポップンロッド","武器","棍","85","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_poppunroddo.html","[]","[]","[""98 98"",""160 160"",""120 120"",""ポップンロッドの特性"",""集中力変化（虹）""]"
"デーモンロッド","武器","棍","80","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_de-monroddo.html","[]","[]","[""145 130"",""110 110"",""130 145"",""デーモンロッドの特性"",""たたき変化（燃え木）""]"
"アポカリプス","武器","棍","80","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_apokaripusu.html","[]","[]","[""90 90"",""130 156"",""110 110"",""アポカリプスの特性"",""木目変化""]"
"陰陽道のこん","武器","棍","75","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_ommyodonokon.html","[]","[]","[""104 104"",""130 130"",""104 104"",""陰陽道のこんの特性"",""木目変化""]"
"聖王のこん","武器","棍","70","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_seionokon.html","[]","[]","[""90 90"",""150 150"",""105 105"",""聖王のこんの特性"",""木材復活（戻り）""]"
"シェンロンロッド","武器","棍","65","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_nronroddo.html","[]","[]","[""91 91"",""111 111"",""138 138"",""シェンロンロッドの特性"",""木材復活（戻り）""]"
"なげきのこん","武器","棍","60","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_nagekinokon.html","[]","[]","[""76 76"",""95 95"",""114 114"",""なげきのこんの特性"",""木材復活（戻り）""]"
"しゅらのこん","武器","棍","60","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_shuranokon.html","[]","[]","[""83 83"",""170 120"",""92 92"",""しゅらのこんの特性"",""木材復活（戻り）""]"
"にちりんのこん","武器","棍","50","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_nichirinnokon.html","[]","[]","[""75 75"",""108 108"",""90 90"",""にちりんのこんの特性"",""木材復活（戻り）""]"
"白蛇のこん","武器","棍","50","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_hakujanokon.html","[]","[]","[""73 73"",""104 104"",""88 88"",""白蛇のこんの特性"",""木材復活（戻り）""]"
"ろうがぼう","武器","棍","42","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_rogabo.html","[]","[]","[""53 53"",""80 80"",""64 64"",""ろうがぼうの特性"",""木目変化""]"
"やしゃのこん","武器","棍","42","木工","https://xn--10-yg4a1a3kyh.jp/../a_buki/dq10_buki_k_yashanokon.html","[]","[]","[""72 72"",""96 96"",""72 72"",""やしゃのこんの特性"",""たたき変化（燃え木）""]"
